Title,Description,Subject,Subject (corporate name),Subject (personal Name),Keyword,Geographic subject,Geographic subject (roadway),Geographic subject (city or populated place),Geographic subject (county),Geographic subject (state),Geographic subject (country),Geographic coordinates,Coverage date,Coverage date (for search),Contributor,Creator,Photographer,Publisher (of the original version),Place of publication (of the original version),Publisher (of the digital version),Date created,Date created (for search),Digitize date,Type,Format,Format (aat),Format (imt),Language,Contributing entity,Identifying number,Part of collection,Part of subcollection,Provenance,Series,Rights,Physical access,Repository name,Repository address,Repository email,Cataloger,Catalog date,Full text,Filename,Catalog state,Cataloger comments,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,Archival file,CONTENTdm file path
"Weston Havens residence, Berkeley, Calif., 1941","Exterior photograph of the owner's bedroom, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,436,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-436.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/610,610,511.jp2,Volume25/fb-block-modarch01-436.tif,/p15799coll42/image/511.jp2
"Weston Havens residence, Berkeley, Calif., 1941","Exterior photograph of the garden court, residence of John Weston Havens (designed by Harwell Hamilton Harris), 255 Panoramic Way, Berkeley, California, 1941.",Dwellings,,,,Weston Havens residence,255 Panoramic Way,Berkeley,Alameda,California,USA,"37.869063,-122.247338",1941,1941,,"Harris, Harwell Hamilton, 1903-1990, architect","Harris, Harwell Hamilton, 1903-1990, photographer",,,University of Southern California. Libraries,1941,1941,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,437,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",1/19/16,,fb-block-modarch01-437.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/611,611,512.jp2,Volume25/fb-block-modarch01-437.tif,/p15799coll42/image/512.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Exterior photograph of the terrace corner (detail), residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,45,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-045.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/612,612,513.jp2,Volume23/fb-block-modarch01-045.tif,/p15799coll42/image/513.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Exterior photograph of the west front (detail), residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,46,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-046.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/613,613,514.jp2,Volume23/fb-block-modarch01-046.tif,/p15799coll42/image/514.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Interior photograph of the living room and fireplace, residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,47,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-047.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/614,614,515.jp2,Volume23/fb-block-modarch01-047.tif,/p15799coll42/image/515.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Interior photograph of the living room and fireplace wall (close-up), residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,48,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-048.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/615,615,516.jp2,Volume23/fb-block-modarch01-048.tif,/p15799coll42/image/516.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Interior photograph of the living room and dining corner, residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,49,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-049.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/616,616,517.jp2,Volume23/fb-block-modarch01-049.tif,/p15799coll42/image/517.jp2
"Barnsdall residence, Hollywood, Los Angeles, Calif., 1920","Exterior photograph of the entrance to living room terrace, residence of Aline Barnsdall (designed by Frank Lloyd Wright), 4808 Hollywood Boulevard, Hollywood, Los Angeles, California, 1920.",Dwellings,,,,Barnsdall residence,4808 Hollywood Boulevard,Hollywood; Los Angeles,Los Angeles,California,USA,"34.099959,-118.294375",1920,1920,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1920,1920,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,5,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-005.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/617,617,518.jp2,Volume22/fb-block-modarch01-005.tif,/p15799coll42/image/518.jp2
"Sturges residence, Brentwood, Los Angeles, Calif., 1938","Interior photograph of the living room and view toward library, residence of George D. Sturges (designed by Frank Lloyd Wright), 449 North Skyewiay Road, Brentwood Heights, Brentwood, Los Angeles, California, 1938.",Dwellings,,,,Sturges residence,449 North Skyewiay Road,Brentwood Heights; Brentwood; Los Angeles,Los Angeles,California,USA,"34.066942,-118.481268",1938,1938,,"Wright, Frank Lloyd, 1867-1959, architect",,,,University of Southern California. Libraries,1938,1938,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,50,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/26/16,,fb-block-modarch01-050.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/618,618,519.jp2,Volume23/fb-block-modarch01-050.tif,/p15799coll42/image/519.jp2
"Kocher-Samson building, Palm Springs, Calif., 1935","Exterior photograph of the street side with entrance, Kocher-Samson office and apartment building (designed by A. Lawrence Kocher and Albert Frey), 766 North Palm Canyon Drive, Palm Springs, California, 1935.",Dwellings; Office buildings,,,,Kocher-Sampson Building,766 North Palm Canyon Drive,Palm Springs,Riverside,California,USA,"33.833593,-116.546575",1935,1935,,"Kocher, A. Lawrence, 1885-1969, architect; Frey, Albert, 1903-1998, architect",,,,University of Southern California. Libraries,1935,1935,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,501,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/25/16,,fb-block-modarch01-501.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/619,619,520.jp2,Volume25/fb-block-modarch01-501.tif,/p15799coll42/image/520.jp2
"Kocher-Samson building, Palm Springs, Calif., 1935","Exterior photograph of the second floor cantilever and sign (detail), Kocher-Samson office and apartment building (designed by A. Lawrence Kocher and Albert Frey), 766 North Palm Canyon Drive, Palm Springs, California, 1935.",Dwellings; Office buildings,,,,Kocher-Sampson Building,766 North Palm Canyon Drive,Palm Springs,Riverside,California,USA,"33.833593,-116.546575",1935,1935,,"Kocher, A. Lawrence, 1885-1969, architect; Frey, Albert, 1903-1998, architect",,,,University of Southern California. Libraries,1935,1935,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,502,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/25/16,,fb-block-modarch01-502.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/620,620,521.jp2,Volume26/fb-block-modarch01-502.tif,/p15799coll42/image/521.jp2
"Kocher-Samson building, Palm Springs, Calif., 1935","Exterior photograph of the stairs (detail), Kocher-Samson office and apartment building (designed by A. Lawrence Kocher and Albert Frey), 766 North Palm Canyon Drive, Palm Springs, California, 1935.",Dwellings; Office buildings,,,,Kocher-Sampson Building,766 North Palm Canyon Drive,Palm Springs,Riverside,California,USA,"33.833593,-116.546575",1935,1935,,"Kocher, A. Lawrence, 1885-1969, architect; Frey, Albert, 1903-1998, architect",,,,University of Southern California. Libraries,1935,1935,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,508,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/25/16,,fb-block-modarch01-508.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/621,621,522.jp2,Volume26/fb-block-modarch01-508.tif,/p15799coll42/image/522.jp2
"Kocher-Samson building, Palm Springs, Calif., 1935","Exterior photograph of the stairs (detail), Kocher-Samson office and apartment building (designed by A. Lawrence Kocher and Albert Frey), 766 North Palm Canyon Drive, Palm Springs, California, 1935.",Dwellings; Office buildings,,,,Kocher-Sampson Building,766 North Palm Canyon Drive,Palm Springs,Riverside,California,USA,"33.833593,-116.546575",1935,1935,,"Kocher, A. Lawrence, 1885-1969, architect; Frey, Albert, 1903-1998, architect",,,,University of Southern California. Libraries,1935,1935,20151022,images,1 slide: color,photographs,image/tiff,,University of Southern California,509,Architectural Teaching Slide Collection,Fritz Block: Modern architecture I,,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",2/25/16,,fb-block-modarch01-509.tif,approved,,,3/11/16,3/11/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/622,622,523.jp2,Volume26/fb-block-modarch01-509.tif,/p15799coll42/image/523.jp2
