Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"La Vina Sanatorium, Altadena, probably 1911-1935",Sanatoriums $z California $z Altadena|~|Sanatoriums $z California $z Altadena|~|Sanatoriums $z California $z Altadena,"La Vina Sanatorium (Altadena, Calif.)|~|La Vina Sanatorium (Altadena, Calif.)|~|La Vina Sanatorium (Altadena, Calif.)",Altadena (Calif.)|~|Altadena (Calif.)|~|Altadena (Calif.),,1911,"Text from negative sleeve: La Vina Sanitaurium, Pasadena.|~|Text from negative sleeve: La Vina Sanitaurium, Pasadena.|~|Text from negative sleeve: La Vina Sanitaurium, Pasadena.",-118.158517,34.21084,"34.21084, -118.158517",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10601.jpg
"La Vina Sanatorium, Altadena, probably 1911-1935",Sanatoriums $z California $z Altadena|~|Sanatoriums $z California $z Altadena|~|Sanatoriums $z California $z Altadena,"La Vina Sanatorium (Altadena, Calif.)|~|La Vina Sanatorium (Altadena, Calif.)|~|La Vina Sanatorium (Altadena, Calif.)",Altadena (Calif.)|~|Altadena (Calif.)|~|Altadena (Calif.),,1911,"Text from negative sleeve: La Vina Sanitaurium, Pasadena.|~|Text from negative sleeve: La Vina Sanitaurium, Pasadena.|~|Text from negative sleeve: La Vina Sanitaurium, Pasadena.",-118.158517,34.21084,"34.21084, -118.158517",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10603.jpg
"La Vina Sanatorium, Altadena, probably 1911-1935",San Antonio Handicap (Horse race)|~|San Antonio Handicap (Horse race)|~|San Antonio Handicap (Horse race),"La Vina Sanatorium (Altadena, Calif.)|~|La Vina Sanatorium (Altadena, Calif.)|~|La Vina Sanatorium (Altadena, Calif.)",Altadena (Calif.)|~|Altadena (Calif.)|~|Altadena (Calif.),,1911,"Text from negative sleeve: La Vina Sanitaurium, Pasadena.|~|Text from negative sleeve: La Vina Sanitaurium, Pasadena.|~|Text from negative sleeve: La Vina Sanitaurium, Pasadena.",-118.158517,34.21084,"34.21084, -118.158517",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10604.jpg
"Exposition Park Armory, side entrance, Los Angeles, [1914?]",Armories $x American $z California $z Los Angeles|~|Armories $x American $z California $z Los Angeles|~|Armories $x American $z California $z Los Angeles|~|Militias $z California|~|Militias $z California|~|Militias $z California,"Wallis Annenberg Building (Los Angeles, Calif.)|~|Wallis Annenberg Building (Los Angeles, Calif.)|~|Wallis Annenberg Building (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1914,"Handwritten at edge of negative: Entrance Drill Room, State Armory Bldg|~|Text from nitrate negative sleeve: California National Guard Armory Exposition Pk.|~|Handwritten at edge of negative: Entrance Drill Room, State Armory Bldg|~|Text from nitrate negative sleeve: California National Guard Armory Exposition Pk.|~|Handwritten at edge of negative: Entrance Drill Room, State Armory Bldg|~|Text from nitrate negative sleeve: California National Guard Armory Exposition Pk.",-118.284227,34.017949,"34.017949, -118.284227",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0485.jpg
"Exposition Park Armory, Los Angeles [1914?]",Armories $x American $z California $z Los Angeles|~|Armories $x American $z California $z Los Angeles|~|Armories $x American $z California $z Los Angeles|~|Militias $z California|~|Militias $z California|~|Militias $z California,"Wallis Annenberg Building (Los Angeles, Calif.)|~|Wallis Annenberg Building (Los Angeles, Calif.)|~|Wallis Annenberg Building (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1914,"Text from nitrate negative sleeve: California National Guard Armory Exposition Pk.|~|Handwritten at edge of negative: State Armory Bldg, Exposition Park|~|Text from nitrate negative sleeve: California National Guard Armory Exposition Pk.|~|Handwritten at edge of negative: State Armory Bldg, Exposition Park|~|Text from nitrate negative sleeve: California National Guard Armory Exposition Pk.|~|Handwritten at edge of negative: State Armory Bldg, Exposition Park",-118.285487,34.017576,"34.017576, -118.285487",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0484.jpg
"USS Oklahoma, a Navy battleship, at the Port of Los Angeles, San Pedro",Battleships $x American $z California $z Los Angeles|~|Battleships $x American $z California $z Los Angeles|~|Battleships $x American $z California $z Los Angeles,Oklahoma (Battleship)|~|Oklahoma (Battleship)|~|Oklahoma (Battleship),"San Pedro (Los Angeles, Calif.)|~|San Pedro (Los Angeles, Calif.)|~|San Pedro (Los Angeles, Calif.)",,1916,"Text from negative sleeve: United States Navy, Ships, Oklahoma|~|Handwritten on negative: U.S.S. Oklahoma|~|Text from negative sleeve: United States Navy, Ships, Oklahoma|~|Handwritten on negative: U.S.S. Oklahoma|~|Text from negative sleeve: United States Navy, Ships, Oklahoma|~|Handwritten on negative: U.S.S. Oklahoma",-118.263531,33.709624,"33.709624, -118.263531",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4028.jpg
"Aimee Semple McPherson speaking in front of microphone at Angelus Temple, circa 1923",Preaching|~|Preaching|~|Preaching|~|Women evangelists--California--Los Angeles|~|Women evangelists--California--Los Angeles|~|Women evangelists--California--Los Angeles|~|People|~|People|~|People|~|Religion|~|Religion|~|Religion,"McPherson, Aimee Semple, $d 1890-1944|~|McPherson, Aimee Semple, $d 1890-1944|~|McPherson, Aimee Semple, $d 1890-1944",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1918,,-118.2608807,34.07632776,"34.07632776, -118.2608807",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166226a.jpg
"Angelus Temple congregation during radio missionary service in Los Angeles, Calif., circa 1923",Religious services--California--Los Angeles County|~|Religious services--California--Los Angeles County|~|Religious services--California--Los Angeles County|~|Evangelicalism--California--Los Angeles County|~|Evangelicalism--California--Los Angeles County|~|Evangelicalism--California--Los Angeles County|~|Religion|~|Religion|~|Religion,"Angelus Temple (Los Angeles, Calif.)|~|Angelus Temple (Los Angeles, Calif.)|~|Angelus Temple (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1918,,-118.2608593,34.07630999,"34.07630999, -118.2608593",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340331a.jpg
"Interior of the Otis Art Institute during a student exhibition (?), Los Angeles, between 1918-1939",Art exhibitions $z California $z Los Angeles|~|Art exhibitions $z California $z Los Angeles|~|Art exhibitions $z California $z Los Angeles,Otis Art Institute|~|Otis Art Institute|~|Otis Art Institute,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1918,Text from negative sleeve: Otis Art Institute|~|Text from negative sleeve: Otis Art Institute|~|Text from negative sleeve: Otis Art Institute,-118.27974,34.060375,"34.060375, -118.27974",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_2672.jpg
"Men gathered outside the home of Jacob Denton, who was found murdered in the basement, Los Angeles, 1920",Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11203.jpg
"Home of murder victim Jacob Denton, Los Angeles, 1920-1921",Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case *2nd woman to be executed in CA (1947) *convicted 1921 in Denton shooting, wealthy miner *maintained innocence though admitted to forgery one or more being cleaned/Box 28|~|Text from negative sleeve: Peete, Louise, Case *2nd woman to be executed in CA (1947) *convicted 1921 in Denton shooting, wealthy miner *maintained innocence though admitted to forgery one or more being cleaned/Box 28|~|Text from negative sleeve: Peete, Louise, Case *2nd woman to be executed in CA (1947) *convicted 1921 in Denton shooting, wealthy miner *maintained innocence though admitted to forgery one or more being cleaned/Box 28",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11200.jpg
"Home of murder victim Jacob Denton, Los Angeles, 1920-1921",Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11202.jpg
"Home of murder victim Jacob Denton, Los Angeles, 1920-1921",Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Dwellings $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11204.jpg
"Room in the home of murder victim Jacob Denton, Los Angeles, 1920-1921",Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11205.jpg
"Interior door in the home of murder victim Jacob Denton, Los Angeles, 1920-1921",Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11206.jpg
"Room in the home of murder victim Jacob Denton, Los Angeles, 1920-1921",Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Criminal investigations $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Homicides $z California $z Los Angeles,"Denton, Jacob C.|~|Denton, Jacob C.|~|Denton, Jacob C.|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947|~|Peete, Louise, $d 1888-1947",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,"Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case|~|Text from negative sleeve: Peete, Louise, Case",-118.295418,34.060762,"34.060762, -118.295418",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11207.jpg
"Bird's-eye view of the Biltmore Hotel, Los Angeles, [1920s?]",Hotels $z California $z Los Angeles|~|Hotels $z California $z Los Angeles|~|Hotels $z California $z Los Angeles|~|Business|~|Business|~|Business|~|Environment|~|Environment|~|Environment,"Biltmore Hotel (Los Angeles, Calif.)|~|Biltmore Hotel (Los Angeles, Calif.)|~|Biltmore Hotel (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,Next from nitrate negative sleeve: Biltmore Hotel 2 neg|~|Next from nitrate negative sleeve: Biltmore Hotel 2 neg|~|Next from nitrate negative sleeve: Biltmore Hotel 2 neg,-118.25486,34.04945,"34.04945, -118.25486",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0163.jpg
"Edward L. Doheny at his home, Los Angeles, 1920s",Business people $x American $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles,"Doheny, Edward L. (Edward Laurence), 1856-1935|~|Doheny, Edward L. (Edward Laurence), 1856-1935|~|Doheny, Edward L. (Edward Laurence), 1856-1935",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,Text from negative sleeve: 2293. E.L. Doheney [sic].|~|Handwritten on negative: E.L. Doheney [sic].|~|Text from negative sleeve: 2293. E.L. Doheney [sic].|~|Handwritten on negative: E.L. Doheney [sic].|~|Text from negative sleeve: 2293. E.L. Doheney [sic].|~|Handwritten on negative: E.L. Doheney [sic].,-118.278576,34.029942,"34.029942, -118.278576",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_8710.jpg
"Beverly Hills Hotel, front driveway and entrance (copy of photograph), circa 1925",Historic buildings--California--Los Angeles County|~|Historic buildings--California--Los Angeles County|~|Historic buildings--California--Los Angeles County|~|Automobiles--United States--1920-1930|~|Automobiles--United States--1920-1930|~|Automobiles--United States--1920-1930|~|Hotels--California--Los Angeles County|~|Hotels--California--Los Angeles County|~|Hotels--California--Los Angeles County|~|Landmarks|~|Landmarks|~|Landmarks,Beverly Hills Hotel|~|Beverly Hills Hotel|~|Beverly Hills Hotel,"Beverly Hills (Calif.)--Buildings, structures, etc.|~|Beverly Hills (Calif.)--Buildings, structures, etc.|~|Beverly Hills (Calif.)--Buildings, structures, etc.",,1920,,-118.4141153,34.0812241,"34.0812241, -118.4141153",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340296a.jpg
"Interior view of the Roberti Brothers' furniture factory with stacks of lumber on carts, Los Angeles, circa 1920-1930",Factories $z California $z Los Angeles|~|Factories $z California $z Los Angeles|~|Factories $z California $z Los Angeles|~|Furniture industry $z California $z Los Angeles|~|Furniture industry $z California $z Los Angeles|~|Furniture industry $z California $z Los Angeles,"Roberti Brothers (Los Angeles, Calif.)|~|Roberti Brothers (Los Angeles, Calif.)|~|Roberti Brothers (Los Angeles, Calif.)",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1920,Text from negative sleeve: Roberti Brothers Comp|~|Text from negative sleeve: Roberti Brothers Comp|~|Text from negative sleeve: Roberti Brothers Comp,-118.240448,34.025979,"34.025979, -118.240448",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11369.jpg
